30,'BHLHE40',9.7418,9.5782,9.5401,9.6273,9.3728,9.7735,9.5479,9.393,9.9956,10.028,9.7001,9.5919,9.9413,9.7252,9.8693,9.8832,9.465,9.393,9.7511,10.182,9.4955,10.2,10.015,9.4243,9.4748,9.3864,0.7471,0.99596,0.071259
33,'FSD1',10.647,10.897,10.82,10.855,11.033,11.157,11.033,11.46,11.146,11.135,11.127,11.022,11.065,11.362,11.3,10.994,10.757,4.7194,10.751,11.334,10.467,11.199,11.135,11.448,11.022,11.157,0.57358,1.0317,0.068822
39,'CDC20',9.2372,8.0763,9.5255,8.875,8.6567,8.4177,7.7872,8.0048,8.0334,7.8749,8.012,8.5544,8.6567,7.8592,8.6339,8.363,9.3163,7.7141,8.3986,8.0992,9.0796,8.5787,8.3404,8.1095,8.1013,8.0971,0.9313,0.99758,0.059213
44,'DUSP4',8.4213,8.6166,9.33,8.1649,9.3514,9.6067,8.91,9.8832,8.7659,9.1299,10.327,9.7147,8.7645,8.2122,10.015,9.8398,8.5434,8.3663,8.4308,8.4396,9.6105,8.8849,8.5222,9.7051,9.4465,9.4394,0.44938,1.025,0.053781
45,'SPRED2',9.2372,9.3134,8.1984,9.2019,8.6141,8.8944,9.5062,9.1989,9.393,9.6273,9.4465,8.8401,9.6692,9.4394,9.2748,9.1698,9.3625,9.2555,9.2555,9.4846,8.6633,9.8132,9.6444,9.0871,8.8233,8.7674,0.63402,0.99067,0.053772
46,'KCNK1',10.402,10.694,9.9078,9.9017,10.132,10.557,10.751,10.694,10.571,10.705,10.535,10.316,10.2,10.633,10.195,10.418,9.6176,10.673,10.479,10.809,10.227,10.492,10.511,10.351,10.246,10.407,0.78771,0.9964,0.053183
47,'CHN1',6.3446,6.3258,6.0831,6.3002,6.5771,6.1047,5.806,6.0659,5.6821,6.0781,6.2751,5.8619,5.6901,5.755,5.7469,5.8408,6.2716,5.8884,5.7168,5.7124,5.4849,5.6203,5.3741,6.004,5.8182,5.8366,0.016958,0.94728,0.053066
48,'GADD45A',12.389,12.339,12.1,12.047,11.973,12.223,12.354,12.354,12.269,12.178,11.901,12.008,11.812,12.047,11.882,11.988,12.178,12.16,11.664,11.921,12.258,11.793,11.646,12.047,11.94,11.793,0.075386,0.9854,0.053051
53,'RBKS',7.4082,7.178,7.8841,7.3064,7.3705,7.8731,7.1856,8.1527,8.1308,6.9325,7.0934,7.4082,7.2698,8.2542,7.0394,7.098,7.7829,8.1158,8.4659,7.2249,8.6994,6.9406,6.9689,8.1754,8.3201,7.1616,0.55796,1.0201,0.050934
55,'G3BP1',12.763,12.594,12.339,12.557,12.481,12.865,13.136,12.829,12.461,12.953,12.763,12.691,12.725,12.691,12.865,12.8,12.318,12.91,12.619,12.829,12.374,12.725,12.829,12.8,12.658,12.504,0.52093,0.99518,0.050103
57,'CHP',6.3702,6.4996,5.8619,6.0993,4.9841,6.4081,6.5847,6.6757,6.2751,6.5621,6.539,5.8619,6.4344,6.6456,6.6239,6.533,6.1101,6.2016,6.401,6.8249,6.0164,6.5482,6.4367,6.6689,6.4797,6.7647,0.37519,1.0254,0.049122
60,'NT5DC2',13.868,13.806,13.947,14.033,14.033,14.033,13.947,13.806,14.121,13.868,14.121,14.033,13.868,14.033,14.206,14.121,14.206,13.947,14.121,13.722,14.274,14.121,14.206,13.637,13.947,13.806,0.93543,1.0005,0.04851
61,'ABCC5',9.1448,9.272,8.7187,9.0021,9.3478,9.1663,9.3514,9.5522,9.1474,9.5312,9.3043,8.9548,9.2994,9.0678,9.2462,9.1021,8.6213,9.5919,8.9018,9.393,8.7477,9.1299,9.3104,9.0343,9.3592,9.2748,0.71809,0.99531,0.048421
67,'TXNRD1',10.496,10.511,10.839,10.82,10.705,10.73,10.539,10.565,10.465,10.434,10.402,10.694,11.008,10.829,10.971,10.766,10.72,10.603,11.146,10.839,10.295,10.557,10.881,10.793,10.754,10.777,0.77271,0.99738,0.04467
69,'INSIG1',9.4205,9.4243,9.2426,9.4394,9.2924,9.272,8.8457,10.393,10.434,8.7414,10.095,9.2555,10.434,9.1075,8.9614,8.6101,9.7899,9.0985,9.2773,9.2462,9.3375,8.7211,8.8548,8.9482,9.1177,8.7645,0.056361,0.95098,0.043435
72,'UTP14A',8.281,8.3514,7.3954,8.9515,8.0399,8.5689,8.7022,8.298,7.8881,8.2585,8.0013,7.662,7.3705,8.2019,7.8492,7.6867,7.1982,8.2585,8.6278,7.8135,8.0971,7.9255,7.2765,9.0244,8.9827,9.2173,0.18049,1.0434,0.041611
77,'CTNND1',10.015,9.9017,10.229,9.9571,9.8832,9.8549,7.3641,9.7418,9.5062,9.7418,9.8549,10.078,10.246,9.9017,10.311,9.8549,10.015,9.8433,10.209,9.9017,9.6362,9.9078,9.9815,9.7818,9.8931,9.7818,0.96925,1.001,0.040505
80,'CSRP1',8.2542,8.2054,8.5341,8.3933,8.298,8.1455,8.3201,8.0742,8.4308,8.4551,8.5873,8.5022,8.3597,8.0901,9.1299,8.4116,8.6798,8.1984,9.4748,8.2367,8.471,9.3864,8.6703,8.2769,8.3289,8.1555,0.52793,1.0129,0.039492
83,'PSMD10',8.5222,8.3869,8.7659,8.0598,8.4359,8.4771,8.5362,8.8296,8.4751,8.1984,8.9282,7.9508,9.2081,9.2317,9.1474,8.9614,8.0936,8.0971,9.0796,9.4243,8.0399,8.1807,8.5341,8.0259,7.9421,9.3514,0.18605,0.96588,0.03897
84,'CASP7',10.418,10.253,10.531,10.751,10.577,10.809,10.571,10.82,10.762,10.777,10.723,10.637,10.942,10.441,10.82,10.809,10.614,10.637,10.855,10.277,10.809,10.793,10.855,10.73,10.723,10.303,0.57786,1.0048,0.038812
85,'PPIC',7.0749,6.8864,7.3641,7.079,6.6956,7.0113,7.2029,6.9032,7.0877,7.2622,7.2698,7.0877,7.1058,6.7435,7.0521,7.063,7.2698,6.8405,6.8572,6.7799,7.0474,7.1616,6.6501,6.7687,6.8615,7.2567,0.43504,0.98945,0.038749
87,'CDKN1B',7.8266,8.1413,8.3835,8.0481,8.5434,7.9889,8.2769,8.473,8.1868,8.0793,7.9889,8.0824,7.8266,8.1367,8.4751,8.224,8.0742,7.8861,7.9105,8.224,8.327,8.1715,8.139,8.044,8.0824,7.9917,0.88928,0.99842,0.037949
89,'DDX10',7.6295,7.5806,7.6951,7.7367,7.3326,7.8623,7.5701,6.8478,7.9105,8.3933,8.2367,8.5511,8.8296,7.3435,8.0763,8.0665,8.1868,7.5019,8.6032,7.637,8.2401,8.3743,8.5665,8.044,8.0334,7.3172,0.34233,1.0275,0.037449
94,'COASY',7.7367,7.6832,7.6719,7.5198,7.4369,7.3326,7.0568,7.1058,7.4335,6.8441,7.9055,7.4432,7.3906,6.936,6.8802,6.965,8.1367,7.4266,6.8615,6.5771,7.1442,6.6216,6.6837,7.4335,7.5572,6.6623,0.12658,0.95899,0.035947
95,'SLC35A3',13.375,13.278,13.278,13.278,13.323,12.995,13.184,13.136,13.184,13.184,13.278,13.224,13.184,12.995,13.184,13.086,13.224,13.494,13.184,13.043,13.184,13.136,12.953,13.224,13.043,13.278,0.23514,0.99476,0.035528
99,'TJP1',8.644,8.8713,8.1413,8.4032,9.2019,9.0343,8.8264,9.1299,8.1219,8.934,8.7975,8.0334,8.224,8.6532,8.0901,8.0824,8.044,8.7674,8.0665,8.5544,6.701,8.0901,7.9508,8.2312,7.8713,9.0439,0.026236,0.93557,0.034719
106,'EXOSC4',5.5438,5.6113,5.8751,5.9075,5.4577,5.5501,5.7945,5.584,5.7973,5.8751,5.4295,5.7237,5.7647,13.722,5.5616,5.7469,5.7509,5.9131,6.2287,6.1647,6.0434,6.0212,6.184,6.0116,6.0316,6.0831,0.90714,0.98575,0.033171
107,'WDR67',14.368,14.433,14.802,14.433,14.368,14.206,14.433,14.274,14.368,14.368,14.433,14.368,14.368,14.4,14.563,14.433,14.563,14.368,14.433,14.682,14.368,14.563,14.433,14.121,14.563,14.206,0.40425,0.99602,0.033152
109,'CRELD2',5.902,6.0545,6.269,6.135,5.755,6.3475,5.8135,7.662,5.8788,5.9958,5.8981,6.135,6.184,5.8884,6.0476,5.6974,5.9299,6.0164,5.7237,5.9829,5.979,5.7304,5.854,6.1874,6.0573,5.6634,0.39242,0.97463,0.033053
112,'CXCR4',10.855,10.618,10.829,11.022,10.839,10.565,10.618,10.902,5.5198,10.229,10.681,10.801,10.545,10.434,10.467,10.531,10.902,10.062,11.17,10.673,10.487,10.385,10.246,10.673,10.316,10.229,0.96183,0.99772,0.032053
114,'MAPKAPK5',4.0533,4.1559,4.5118,4.1559,4.0139,3.7866,4.3971,4.0743,4.1659,3.9146,4.0533,3.9146,4.0431,4.8101,4.0431,4.0431,3.9543,3.8836,4.1332,4.3595,3.9806,4.0635,4.4744,3.7866,3.9675,4.1446,0.63095,0.98695,0.032014
116,'PACSIN3',5.8788,5.6298,6.0212,5.6589,5.8456,5.5329,5.5386,5.2837,5.1312,5.1858,5.806,5.9635,6.269,6.4576,6.5041,6.2067,6.588,5.5438,6.5217,5.8663,5.9524,6.4391,6.896,7.0568,6.8525,6.8405,0.00063796,1.1365,0.031335
118,'RPIA',6.1768,5.4006,6.9032,5.8366,6.6689,6.1215,5.9999,5.4475,6.8116,5.8135,6.7435,6.6902,6.7244,6.4894,5.9635,6.2497,6.7395,5.6974,5.9869,5.7845,6.1165,6.4996,6.0375,6.6029,5.6901,6.3912,0.9606,1.0017,0.030945
123,'POLR2I',4.0139,3.9146,4.0139,3.8116,3.9543,3.7866,3.9146,4.1049,3.9146,3.7182,3.8836,3.8694,3.9675,3.8552,3.8836,3.9146,4.0431,3.7866,3.9543,3.8552,4.1559,3.8334,4.0431,4.2455,3.8836,3.6954,0.26074,1.0174,0.030387
124,'CCNH',8.2054,8.8047,8.2401,8.3404,9.8619,8.5544,8.1984,8.4032,8.4142,8.487,7.9552,8.1868,8.4771,8.4116,8.6236,8.3074,8.3289,8.2401,8.5544,8.4469,8.7935,8.8713,8.2542,8.1498,8.5206,8.5967,0.64457,1.0093,0.030075
125,'ARHGEF12',10.618,10.793,10.004,10.462,8.7127,10.716,10.411,10.785,10.694,10.633,10.637,10.434,10.751,10.603,10.545,10.441,10.112,10.583,10.723,10.647,10.557,10.647,10.751,10.434,10.571,10.565,0.5314,1.0117,0.030057
127,'FAT1',6.8864,6.7435,6.6396,12.91,6.9325,6.9325,6.8086,7.1678,7.0113,7.1802,6.9729,6.7897,6.9996,6.9452,7.2249,6.7395,6.5187,6.871,7.1678,7.3435,7.079,7.1304,6.929,7.2475,6.782,7.1678,0.74648,0.97468,0.029695
128,'HERC6',9.6444,10.07,9.3693,9.4777,9.1923,9.7511,9.8619,9.9345,9.8314,9.4347,9.6176,9.6362,9.7001,10.246,9.7051,9.4299,9.57,9.8832,10.034,10.284,9.8068,9.6176,9.7575,9.5848,9.6914,10.453,0.54439,1.0087,0.029545
129,'SCYL3',4.7754,5.0675,4.5974,4.1971,4.9029,4.944,4.8101,4.9841,4.7527,4.9155,4.6554,4.5197,4.6104,4.5049,4.4158,5.0945,4.7677,4.5276,4.1971,4.5197,4.5118,4.3971,4.437,4.5415,4.3209,4.9292,0.17033,0.96479,0.029273
130,'GRB7',10.607,10.028,10.881,10.694,10.793,10.465,10.465,10.411,10.263,10.415,10.716,10.847,10.723,10.398,10.656,10.496,10.603,10.295,10.777,10.589,11.043,10.694,10.942,10.629,11.113,10.757,0.0051018,1.0291,0.029232
136,'ICAM1',6.4657,7.7237,8.9515,6.539,8.6965,8.7809,6.1513,8.0863,6.3394,8.0399,6.2287,6.2824,5.9999,7.8592,8.7362,8.0824,6.4996,7.9015,5.6729,5.991,6.2204,5.7509,7.8974,7.341,5.5273,5.9413,0.12528,0.88898,0.028393
139,'CDKN1A',7.1982,6.0434,7.2438,6.5727,6.4432,5.6589,5.4417,6.3112,6.1489,5.7304,6.7281,7.4564,6.1215,5.3634,5.9369,6.1513,8.3074,6.0659,5.8505,5.7124,6.0831,5.7509,5.6901,7.117,6.8525,5.2094,0.55467,0.96725,0.028095
141,'PSMB10',8.4009,8.6339,8.5191,9.1058,8.3404,8.5985,8.7414,8.8632,8.4685,8.9482,8.9887,8.9402,9.1241,8.8264,8.7836,9.2173,8.2769,8.7458,9.9204,9.1448,9.0733,8.9758,9.2526,9.0705,9.2692,8.91,0.11321,1.0297,0.027861
142,'HMGCR',8.3556,8.0763,8.5511,7.8974,8.5665,8.1158,7.97,8.5544,8.0399,8.1413,8.2769,8.3201,8.4142,8.3663,8.4213,8.3986,8.3009,8.0013,8.5873,8.1498,7.8623,8.2585,7.6337,8.3113,8.1219,8.3835,0.10939,0.97824,0.027686
145,'XPO7',5.4672,5.5412,5.6634,5.6298,5.3935,5.708,5.7755,5.6775,5.4046,5.592,5.5501,5.5794,5.4619,5.5273,5.2373,5.584,5.5501,5.5236,5.3224,5.6775,5.4006,5.5386,5.4849,5.7304,5.4249,5.0421,0.16043,0.98081,0.027558
149,'CDC25A',11.35,11.277,11.655,10.942,11.556,11.189,11.526,11.176,11.404,11.277,10.777,11.314,11.293,11.432,11.51,11.047,11.432,11.404,10.994,11.3,11.526,11.008,11.146,11.065,10.829,11.68,0.47369,0.99258,0.027424
150,'HSPA1A',6.8086,6.8572,6.4046,6.8572,6.757,6.9152,6.7207,6.8478,6.6077,6.6456,6.3503,6.6077,6.7859,6.539,6.929,6.4963,6.782,6.6262,6.8005,6.701,6.6757,7.0599,6.9729,6.994,6.8405,6.4828,0.11368,1.0202,0.027373
151,'ACAA1',9.7099,9.6914,9.6957,9.6692,9.7511,9.9155,9.7418,9.8549,9.8832,9.6914,9.5559,9.4243,9.6745,9.6655,9.6618,9.7199,9.2555,9.2903,9.6444,9.6524,9.7418,9.8068,9.5848,9.4886,9.5522,9.3478,0.37935,0.99271,0.027296
152,'SNCA',9.7001,9.2498,9.8132,9.6176,10.09,9.7301,7.1856,9.5177,7.4401,6.588,6.828,6.8345,6.6623,9.0796,9.3375,6.896,9.0168,9.3163,6.4391,6.965,6.6546,7.2029,6.588,7.0156,6.593,9.1776,0.080383,0.8665,0.027057
153,'CTSL1',7.5521,7.2121,7.3747,7.5109,7.5701,7.3225,9.0021,7.3326,9.0411,9.1135,9.0228,8.4577,8.7458,7.149,7.4759,9.0411,7.2249,7.7915,8.7735,8.7836,8.8776,9.0301,8.7735,9.0168,8.7546,7.466,0.10775,1.0716,0.027007
154,'ACBD3',5.4672,5.2938,5.5129,5.2571,5.4577,6.3475,6.3002,5.2999,5.7341,5.7945,5.359,5.2837,5.2877,5.5564,6.536,5.4787,5.3162,5.1775,5.3407,5.634,5.6481,5.4417,6.5674,5.2877,5.2156,5.4849,0.85442,1.0064,0.026978
155,'CLSTN1',6.356,6.184,6.5482,6.1565,6.4153,5.5163,5.5748,5.9524,6.5727,6.401,6.135,6.2583,6.269,6.2583,5.8135,6.4344,6.427,5.9693,6.1961,6.4894,6.5217,6.2371,5.8408,6.254,6.1565,6.2786,0.89067,1.003,0.026884
159,'GNAS',7.7574,7.4523,7.4893,6.871,7.5441,7.0474,7.5806,6.9904,7.117,6.8912,6.9152,7.1678,6.4153,6.6723,6.4695,6.6216,7.669,8.9515,5.8182,6.1961,6.9996,6.2786,6.2716,7.4043,7.1304,6.7244,0.35623,0.96041,0.026669
160,'PDGFA',9.0796,9.2944,8.0763,7.9055,8.2585,9.4599,9.5177,9.6105,9.8619,9.1776,9.3104,7.9359,9.393,7.7302,8.2435,8.0048,7.7959,8.9402,9.1627,9.6105,8.8632,9.2276,9.1241,8.9887,7.8561,9.6571,0.68533,1.0152,0.026665
161,'JMJD6',8.3448,8.1158,8.5873,8.6532,8.9655,8.7895,8.4142,7.9854,8.2951,8.2542,8.66,8.7659,8.5725,8.7127,8.9827,8.7836,8.8713,8.1013,8.3404,8.3743,7.8974,8.1054,8.2721,7.939,8.7163,8.6213,0.070797,0.96835,0.02657
167,'PXMP2',7.2765,7.9055,7.4432,7.4043,5.7973,7.4983,7.8561,7.4369,7.8067,8.0259,7.5441,7.3326,7.6655,8.0156,7.562,7.4632,7.3172,7.7269,7.9748,7.9648,7.5313,7.8135,8.1158,7.5352,7.7481,8.0334,0.24672,1.0325,0.026103
168,'TMEM2',8.0481,8.3663,8.2542,8.1095,7.914,8.1455,8.7458,9.0301,8.8203,8.5222,8.2628,8.3703,8.6278,8.9852,8.3404,8.3835,8.363,8.6321,8.9758,9.3592,8.7127,8.8047,8.7458,8.7127,8.7091,9.0168,0.10036,1.0318,0.025999
169,'TIAM1',10.957,11.022,11.376,11.107,10.942,11.065,10.985,10.892,11.3,11.249,10.869,11.033,10.971,11.526,11.17,11.209,11.199,10.964,10.985,11.287,11.008,11.314,11.043,10.918,10.869,11.277,0.68983,0.99698,0.025783
174,'ARPP19',12.691,12.223,12.725,12.409,12.763,12.481,12.763,12.329,12.178,12.16,12.258,12.318,12.08,12.258,12.354,12.057,12.557,12.318,12.1,12.212,12.526,12.212,12.047,12.08,11.716,12.865,0.3555,0.99025,0.025577
176,'SPEN',9.1299,9.3553,9.3187,9.4243,9.6273,9.0168,9.3592,10.267,9.4465,9.3658,9.4548,9.4394,9.7384,9.4748,9.6176,9.6618,9.0511,9.5177,9.7418,9.465,9.5357,9.7199,9.6176,9.5919,9.4166,9.465,0.47474,1.0089,0.025216
177,'SMNDC1',10.762,10.545,11.209,10.757,11.052,10.505,10.434,9.6692,10.557,10.385,10.441,10.736,10.766,10.839,10.829,10.681,11.107,10.656,10.869,10.751,10.751,10.611,10.723,10.508,10.462,10.892,0.88866,0.99816,0.025164
188,'FHL2',9.8693,9.735,9.5312,10.246,9.7575,9.7301,9.9078,11.015,10.062,10.441,10.031,10.046,10.22,10.074,10.479,10.327,9.4299,10.465,9.9078,9.9671,10.112,10.525,10.393,11.334,9.8693,9.9413,0.12954,1.0299,0.023796
189,'PPIE',11.107,10.978,11.362,11.14,11.189,11.119,11.052,10.182,11.432,11.496,11.448,11.556,11.575,11.052,11.423,11.51,11.586,11.176,11.646,11.135,11.249,11.601,11.483,10.531,11.334,10.829,0.59691,0.99227,0.02364
190,'CREG1',9.9571,9.8398,9.6318,9.6444,9.5357,9.2204,9.8693,10.085,10.224,9.1135,9.7899,9.7511,10.112,9.4955,10.539,10.022,10.146,10.018,9.7001,10.2,10.351,9.5177,10.277,9.3163,9.7619,10.237,0.70726,1.0066,0.023626
192,'RFC2',11.738,11.536,11.901,11.46,11.575,11.646,11.483,11.263,11.716,11.473,11.209,11.882,11.988,11.613,11.646,11.473,11.622,11.043,12.019,8.4213,11.793,12.014,11.882,11.277,11.223,11.467,0.59126,1.0152,0.023485
196,'DERA',8.1413,7.7079,8.012,7.7829,7.7079,7.7302,7.6867,7.6719,7.7334,7.3823,7.8437,7.8464,7.5957,7.547,7.8592,7.6337,8.2181,7.6337,8.1158,7.6033,7.9291,7.4197,7.492,7.6136,7.9946,7.3278,0.18785,0.98158,0.023232
197,'SHC1',5.9299,5.9751,5.5329,5.9958,5.6901,6.4963,6.2204,6.0545,6.3735,6.3164,5.8575,6.1565,6.2786,6.1804,6.1266,6.1266,5.5047,6.1308,6.3112,6.1768,6.0732,6.3503,6.4081,6.1407,6.6757,5.9999,0.10942,1.0334,0.023192
204,'CAMSAP2',6.2204,6.7607,6.269,6.7687,6.1617,6.9452,6.871,6.8756,6.7395,6.8615,6.716,6.7183,7.2121,7.1304,6.6501,6.4963,6.2862,6.6869,7.3435,7.2121,6.6837,6.828,6.716,6.7207,6.6335,7.079,0.83345,1.0045,0.022266
206,'CDK4',10.793,10.483,10.629,10.637,10.511,10.583,10.229,9.9671,10.762,10.501,10.814,10.869,10.881,10.229,11.107,10.869,10.839,10.571,11.075,10.175,11.135,11.022,11.022,10.637,10.705,10.034,0.39235,1.0125,0.022194
214,'TRIB3',9.465,9.321,9.3375,9.1241,10.112,9.1299,9.4548,9.7664,9.1093,9.2555,9.4064,8.9303,8.9922,9.5479,9.2173,9.012,9.15,9.6914,8.6703,9.4748,9.3818,9.2498,8.8803,8.9758,8.9727,9.3163,0.22103,0.98077,0.021861
215,'RPS5',7.098,7.4815,6.3258,6.4344,7.0076,7.0474,7.7367,6.8615,7.3278,6.8345,6.8441,6.4963,6.3503,7.0394,6.5187,6.6623,6.6299,8.0334,6.4117,7.637,6.7532,6.1407,6.0545,6.9869,6.2016,6.8005,0.054081,0.93524,0.021775
216,'CYCS',10.994,10.881,11.323,11.119,11.362,11.075,11.135,11.043,11.314,11.404,11.323,11.35,11.432,11.249,11.473,11.3,11.277,11.473,11.392,10.91,11.176,11.17,11.263,11.008,11.199,11.249,0.42167,0.99431,0.021767
224,'CCNE2',8.9697,9.8398,8.0824,9.2235,9.4166,8.9282,9.735,8.9852,8.0971,7.9359,8.5511,9.2019,8.5434,8.934,8.1649,8.4469,9.3625,8.9187,7.2006,7.7237,9.9322,9.9459,10.371,10.656,10.453,9.7899,4.16E-05,1.1697,0.020961
